523112	53
523113	35
523115	37
523116	12
523117	67
523118	92
523119	111
523120	237
523121	182
523122	50
523123	18
523125	62
523126	21
523127	40
523128	153
523129	27
523130	34
523131	6
523132	8
523133	24
523136	30
523137	3
523138	24
523140	6
523141	29
523142	12
523143	70
523145	4
523146	16
523147	41
523148	11
523159	33
523160	131
523161	13
523162	4
523163	4
523165	11
523167	7
523168	4
523169	11
523170	143
523171	11
523172	34
523173	2
523175	19
523176	18
523177	1
523178	12
523179	8
523180	35
523181	45
523182	19
523183	41
523185	29
523186	44
523187	128
523196	38
523197	11
523198	19
523199	29
523200	88
523202	4
523203	17
523205	6
523206	3
523207	3
523208	10
523209	7
523210	10
523211	1
523212	8
523213	16
523215	11
523217	4
523218	10
523219	39
523220	40
523221	73
523222	32
523223	60
523225	30
523226	6
523227	48
523228	12
523229	4
523230	24
523231	38
523232	17
523233	49
523235	10
523237	24
523238	31
523239	17
523240	8
523241	1
523243	15
523245	34
523246	12
523265	16
523266	28
523267	21
523268	17
523269	4
523270	107
523271	6
523272	12
523273	47
523275	4
523277	8
523278	29
523279	14
523280	7
523281	12
523282	10
523283	22
523285	88
523286	23
523287	4
523288	1
523289	23
523290	194
523291	16
523292	17
523293	10
523295	43
523296	30
523297	69
523298	89
523299	38
523300	68
523301	24
523302	64
523303	51
523305	74
523306	42
523307	12
523308	22
523320	51
523321	114
523322	30
523323	8
523325	135
523326	72
523328	1
523330	25
523331	78
523332	25
523333	38
523335	41
523336	5
523337	26
523338	39
523339	7
523340	4
523341	23
523342	21
523343	35
523345	55
523346	9
523347	12
523348	19
523349	28
523350	11
523372	2
523373	11
523375	1
523376	12
523377	18
523378	25
523379	9
523380	66
523381	4
523382	13
523383	25
523385	50
523386	4
523387	10
523388	23
523389	5
523390	12
523391	74
523392	40
523393	30
523395	9
523396	22
523397	79
523398	15
523399	70
523400	114
523401	41
523402	24
523403	45
523405	77
523406	36
523407	5
523408	32
523409	43
523410	7
523411	25
523412	26
523413	91
523415	8
523416	16
523417	22
523418	14
523419	17
523420	25
523421	1
523422	13
523423	23
523425	25
523426	28
523427	10
523428	9
523429	19
523443	15
523445	60
523446	7
523447	24
523448	4
523449	12
523450	8
523451	29
523452	19
523453	5
523455	60
523456	29
523457	22
523458	1
523459	30
523460	99
523462	28
523463	12
523465	62
523466	19
523467	31
523468	5
523469	44
523470	5
523472	5
523475	11
523476	5
523477	89
523478	57
523493	2
523498	4
523499	23
523500	35
523501	23
523503	6
523505	2
523506	48
523507	22
523508	11
523509	1
523510	4
523511	57
523513	6
523515	16
523516	11
523517	15
523518	14
523519	29
523520	47
523521	6
523522	21
523523	49
523525	44
523526	3
523527	22
523528	110
523529	2
523530	52
523531	58
523532	63
523533	42
523535	31
523536	3
523537	17
523538	54
523539	3
523540	4
523541	11
523542	6
523550	4
523556	7
523557	23
523558	12
523559	56
523560	88
523561	11
523562	30
523563	16
523565	21
523566	33
523567	31
523568	38
523569	19
523570	111
523571	29
523572	51
523573	33
523575	19
523576	13
523577	30
523578	14
523579	41
523580	33
523581	175
523582	33
523583	46
523585	26
523586	127
523587	21
523588	14
523589	22
523590	85
523591	49
523592	41
523593	4
523595	53
523596	17
523597	3
523598	37
523599	24
523600	19
523601	6
523602	8
523603	8
523605	4
523610	4
523611	2
523618	18
523619	31
523620	22
523622	53
523623	32
523625	3
523626	23
523627	52
523628	14
523630	2
523631	2
523632	3
523635	46
523636	136
523637	56
523638	26
523639	4
523640	48
523641	82
523642	56
523645	21
523646	32
523647	24
523648	160
523649	100
523650	6
523651	130
523652	26
523653	59
523655	86
523656	50
523657	80
523658	143
523659	45
523660	105
523661	7
523662	41
523666	4
523669	1
523680	1
523681	32
523682	38
523683	5
523685	8
523686	49
523687	6
523688	32
523689	38
523690	35
523692	49
523693	8
523695	26
523696	15
523697	28
523698	13
523699	23
523700	49
523701	88
523702	74
523703	7
523705	106
523706	4
523707	27
523708	25
523709	18
523710	443
523711	91
523712	61
523713	51
523715	34
523716	41
523717	72
523718	95
523719	64
523720	45
523721	46
523722	51
523723	80
523725	8
523726	121
523727	38
523728	125
523729	109
523730	25
523731	22
523749	6
523750	55
523751	19
523752	71
523753	23
523755	39
523756	2
523757	39
523758	116
523759	35
523761	12
523762	38
523763	57
523765	27
523766	21
523767	9
523768	9
523769	38
523770	48
523771	36
523772	24
523773	7
523775	73
523776	46
523777	31
523778	51
523779	38
523780	8
523781	9
523782	24
523783	27
523784	1
523785	80
523786	5
523787	37
523788	47
523789	43
523790	33
523791	33
523792	49
523793	2
523795	35
523796	1
523797	32
523798	7
523799	42
523800	59
523801	5
523803	4
523808	19
523809	46
523810	34
523811	6
523812	31
523813	5
523815	3
523816	8
523817	86
523818	11
523820	58
523821	35
523822	22
523823	44
523825	50
523826	8
523827	6
523828	9
523829	30
523830	10
523831	15
523832	21
523833	75
523835	9
523836	19
523837	70
523838	28
523839	84
523840	99
523841	16
523842	12
523843	6
523846	28
523847	5
523848	12
523849	50
523850	103
523851	43
523852	37
523853	59
523855	25
523856	33
523857	108
523858	31
523859	53
523860	107
523861	16
523862	7
523863	68
523866	22
523867	43
523868	36
523869	39
523870	49
523871	16
523872	15
523873	71
523875	38
523876	63
523877	39
523878	159
523879	28
523880	64
523881	8
523882	13
523883	51
523885	1
523888	603
523898	34
523899	8
523900	55
523901	1
523902	4
523903	2
523905	38
523906	9
523907	2
523909	7
523910	16
523911	38
523912	140
523913	9
523915	1
523916	15
523917	119
523918	14
523919	31
523920	114
523921	41
523922	21
523923	29
523925	102
523926	106
523927	73
523928	54
523929	21
523930	168
523931	4
523932	203
523933	27
523934	4
523935	156
523937	7
523938	44
523939	5
523940	89
523941	130
523942	82
523943	64
523945	35
523946	40
523947	129
523948	18
523949	68
523950	48
523951	16
523952	111
523953	29
523955	41
523956	49
523957	121
523958	6
523959	8
523960	108
523961	64
523962	49
523963	29
523965	9
523980	34
523981	22
523982	50
523985	11
523989	7
523990	24
523991	27
523992	41
523993	86
523996	9
523997	78
523998	42
523999	115
524024	6
524027	21
524047	2
524048	4
524049	8
524078	1
524205	1
524311	3
524321	10
524333	3
524352	2
524360	4
524686	2
524836	1
524843	2
524876	1
525027	166
525029	28
525030	18
525225	3
525250	4
525331	2
525337	1
525405	1
525448	3
525523	1
525822	3
525824	3
525946	2
526062	4
526085	4
526159	4
526206	1
526222	1
526224	3
526343	13
526514	4
526540	1
526630	1
527220	1
527311	4
527318	4
527327	5
528001	1
528008	1
528015	4
528021	4
528032	4
528103	1
528111	1
528121	6
528130	2
528136	24
528183	4
528191	2
528202	2
528205	3
528217	3
528218	3
528220	3
528221	1
528228	1
528229	1
528230	1
528232	1
528233	1
528236	1
528249	2
528252	5
528266	2
528324	22
528413	1
528416	109
528417	1
528420	3
528428	12
528431	5
528433	2
528435	1
528439	1
528440	4
528473	3
528477	4
528510	4
528523	2
528533	8
528548	5
528925	2
529010	1
529031	3
529050	21
529060	137
529064	1
529070	14
529072	4
529073	3
529082	1
529083	2
529124	1
529140	1
529310	4
529322	3
529380	1
529414	2
529499	4
529511	10
529531	8
529543	2
529546	1
529548	1
529592	2
529628	1
529723	1
529752	1
